19920702,1187.30,1198.66,1179.86,1187.48,46512,101151000.00
19920703,1189.09,1193.39,1183.96,1189.16,75245,190398000.00
19920706,1197.76,1215.24,1190.27,1201.01,63782,195780000.00
19920707,1201.01,1206.91,1195.81,1206.46,68826,204760000.00
19920708,1192.37,1211.27,1182.72,1185.50,68043,138880000.00
19920709,1172.44,1187.18,1168.78,1178.53,53216,130815000.00
19920710,1175.14,1192.98,1166.45,1188.62,58149,134101000.00
19920713,1156.83,1198.90,1131.21,1136.33,51595,123468000.00
19920714,1124.65,1139.96,1110.19,1114.05,44462,95340000.00
19920715,1107.18,1135.57,1100.16,1107.69,44812,121584000.00
19920716,1114.13,1214.83,1108.23,1124.64,50464,151032000.00
19920717,1121.49,1134.32,1116.14,1125.56,62671,115821000.00
19920720,1100.60,1126.96,1094.81,1098.82,31699,67313000.00
19920721,1087.61,1096.49,1079.75,1082.39,35912,66221000.00
19920722,1059.22,1081.81,1034.91,1035.66,47347,105623000.00
19920723,1020.07,1033.75,961.61,1014.57,77014,137012992.00
19920724,1165.89,1178.90,1014.08,1142.02,57155,100041000.00
19920727,1169.42,1178.81,1108.05,1149.33,59560,122257000.00
19920728,1126.88,1148.63,1102.02,1105.95,78387,105616000.00
19920729,1078.31,1108.06,1047.03,1087.12,68987,85225000.00
19920730,1067.45,1087.36,1043.79,1057.40,99108,88690000.00
19920731,1045.67,1052.07,1032.54,1052.07,87149,77149000.00
19920803,1034.70,1060.36,1026.83,1031.55,60103,73754000.00
19920804,1018.30,1036.33,1016.16,1035.63,52472,63035000.00
19920805,1015.76,1038.30,1011.66,1012.55,61146,76139000.00
19920806,988.38,1010.76,983.22,1002.17,72555,108106000.00
19920807,1003.22,1006.11,995.71,1005.23,78256,101706000.00
19920810,992.73,1006.64,956.55,964.09,81781,111257000.00
19920811,926.81,961.61,797.60,863.41,106999,153828000.00
19920812,675.00,843.30,627.36,781.21,144831,188800992.00
19920813,797.17,890.06,745.62,850.94,115594,171260000.00
19920814,857.10,900.51,818.12,858.38,104407,159447008.00
19920817,898.66,940.76,858.38,939.46,113357,190291008.00
19920818,954.89,999.69,921.98,933.44,148494,259400992.00
19920819,920.66,951.16,888.23,939.51,75952,131836000.00
19920820,930.70,946.73,918.65,932.32,160565,177488000.00
19920821,916.99,938.37,912.89,916.25,170567,189594000.00
19920824,888.95,920.85,881.33,884.10,99347,155058000.00
19920825,868.10,887.49,848.05,849.57,84662,135092000.00
19920826,841.42,877.25,827.36,877.25,126153,153392000.00
19920827,874.75,880.02,861.64,863.77,54258,89723000.00
19920828,851.60,866.98,825.01,848.20,74884,95684000.00
19920831,833.50,848.40,823.02,823.27,54296,77675000.00
19920901,826.96,832.84,807.37,824.96,78694,87529000.00
19920902,803.83,826.68,783.96,787.67,93924,140242000.00
19920903,749.22,781.33,742.74,764.11,163730,206650000.00
19920904,759.54,776.18,749.46,753.58,98772,130811000.00
19920907,745.69,788.15,700.79,702.83,87105,135455008.00
19920908,653.36,702.83,595.42,640.12,100634,130824000.00
19920909,613.44,643.77,608.06,635.74,111908,131749000.00
19920910,643.21,695.18,622.01,692.78,113109,142572000.00
19920911,773.22,789.18,719.39,776.29,117294,165860000.00
19920914,762.82,793.36,714.93,734.98,137270,195830000.00
19920915,727.11,751.22,694.32,738.16,119373,157671008.00
19920916,762.29,776.68,738.16,769.04,143926,203054000.00
19920917,770.65,779.56,751.08,761.72,94181,144744992.00
19920918,715.89,761.72,715.89,754.40,61707,81858000.00
19920921,740.97,760.13,730.30,733.44,81728,116545000.00
19920922,730.71,736.90,716.23,722.70,69552,91083000.00
19920923,719.41,725.59,708.50,712.37,65590,82873000.00
19920924,720.51,735.49,709.63,730.57,77787,92839000.00
19920925,730.28,735.75,723.56,729.79,76536,76255000.00
19920928,724.45,729.79,721.19,724.70,42557,40798000.00
19920929,719.99,728.42,707.82,710.63,64830,82381000.00
19920930,703.63,710.63,698.91,702.32,89778,96512000.00
19921005,676.47,702.32,668.90,679.62,94116,109752000.00
19921006,682.92,692.62,664.27,674.24,71613,97525000.00
19921007,676.56,676.84,664.43,665.26,53830,60947000.00
19921008,648.96,671.67,640.22,643.69,84532,96306000.00
19921009,664.44,668.73,643.68,660.29,93947,114917000.00
19921012,687.45,713.77,661.99,690.57,110752,149660000.00
19921013,694.10,701.30,669.56,673.99,112238,158356992.00
19921014,661.07,673.94,648.84,663.75,105525,142120992.00
19921015,654.33,667.00,650.92,663.53,75758,106075000.00
19921016,664.00,668.57,661.20,664.75,68851,91893000.00
19921019,643.80,667.46,632.40,632.40,81039,100268000.00
19921020,634.43,663.65,604.50,616.29,94609,103067000.00
19921021,597.15,616.29,577.23,585.70,91927,107881000.00
19921022,557.03,584.91,535.79,539.80,138728,149734000.00
